52.03076923	102.5923077	-0.182711485086979  0.363637782232412	0.642042111630290 -0.454113295079623	-0.500849040669808  0.319485300282111	0.190881532280877  0.533564464629147	0.0492296693626105 -0.974192841268600
24	339.9	-0.627919022747874  0.00992791470626321	0.428753589360098 -0.337257236559760	0.189876276867268  0.00435849423822753	-0.294641316386346  0.643400133588872	0.295327136051897 -0.421849089593740
31.1	300	-0.0281948552813870 -0.310405511663609	0.390380091408685 -0.159804563254875	-0.551091487253947 -0.329374539847118	0.202212964163744  0.247913503623452	-0.125133171193924  0.343423859058167
29.4452381	385.8238095	0.128272881359331  0.301265241898129	0.261186317893961  0.419788906429068	0.342782314739778 -0.291154990565026	-0.0666210413246061  0.428038876216324	0.321498804668862  0.588903827075328
37.23333333	267.95	0.456609742092239 -0.118611822356093	-0.119325168097993 -0.0419083550244186	-0.156742273861449 -0.276518259710362	-0.299568476218242  0.367731532871435	-0.0943612557382201  0.274570866542548
30	426.2	-0.305203145067819  0.216928233562009	0.593997826466888  0.191901524391807	-0.652456626932321 -0.262046079481476	-0.240629851566762  0.356751532218470	0.894186884907318  0.00478128524302112
44.31428571	196.0571429	0.0195882093789297 -0.320173188970290	-0.0116442691265026  0.199084972749098	-0.135000330786617 -0.241944761362716	0.242848964534035 -0.293611832888026	0.448672420662257  0.387312723521376
41.06666667	235.0333333	0.531210598284527  0.209221999254142	0.154041575536985  0.0880286720401670	-0.137642651694098  0.514380190212770	0.295720809918162  0.0390199720179239	-0.249285091474917  0.578562163826639
79.02564103	46.91025641	0.442631362461056 -0.364628335625718	0.0666326982955876  0.0204085560595108	-0.143654116609367 -0.229077093766786	0.212124865585372  0.244130939659334	-0.427949683987557 -0.303486241275556
56.3	361	0.325912754312634  0.113848925016742	0.224638142291657 -0.298652572917280	0.480069639086522 -0.138636193508619	-0.167253434964232  0.414134804713367	0.490090065170263 -0.278601643367547
48	471.5	0.00351699882766722 -0.553341148886284	0.143384748292457  0.296498130362572	0.120640789401258 -0.350979805517976	0.0682661316591778  0.0982601737512565	-0.660859744127659 -0.462177493440814
63.75	325.75	0.391093647675180  0.217463435931019	0.000581742475213193  0.0237506341234109	0.253840478308915 -0.336480335231478	-0.000978416878134742 -0.160679913031654	0.632071760139574  0.187872370252541
58.94	417.52	0.113882695257524  0.261101886553758	0.407566708812929  0.337858860304558	0.0441614537814472  0.383015970909911	-0.195749471595000 -0.369878760469230	-0.197649041050322  0.671644140836538
66.36666667	147.4	-0.196747448979592 -0.422040571036107	0.201477862392554 -0.147895790154281	-0.0247700072743960  0.394252749174256	-0.0447771179441730 -0.499420101598294	-0.0855863705343923  0.00743202916117155
58.7	489	0.216342466708499 -0.0648399916335496	-0.119978181433617  0.436819482942806	0.406068879552790 -0.173765579687426	0.0371951401960216 -0.529087165991722	-0.0272674049235866 -0.373153671557645
64.81428571	444.8714286	0.444071898729800 -0.00565560698588007	-0.0800862304269052 -0.159912542476145	0.152400834115550  0.377806857955561	-0.117407009896248  0.134774495769467	-0.275476165694336  0.330398151965653
68.7	290.4	0.110474018569800  0.250594559374491	-0.551182508832919  0.0390761116168961	-0.514341438211409 -0.571403862230665	-0.129539077518361 -0.838204005752995	0.525819084601305 -0.480859989758992
79.86666667	392.0166667	0.118645565413820 -0.114682837720251	-0.279865163971491 -0.173385362675685	0.629357724739593  0.000954937692982304	-0.146483499015571 -0.119972278093489	-0.334261738021295 -0.428101452090828
90.875	83.125	0.518312444431698 -0.576103478934236	-0.255463321384010 -0.201711038966771	-0.190861700248744 -0.289247529891188	-0.702217598747290  0.120391565038503	-0.0776377661083634  0.406847487887591
78	215.8	0.0150001842774482 -0.244904728559319	0.264513032171799  0.0287458141589502	0.0841536029603819 -0.0606379356265666	-0.713567158786969  0.306596558086574	0.0696786335026059 -0.0967459196628585
81.88333333	469.5666667	0.456026102340101 -0.0808946548820061	-0.0817459966720898 -0.166812872226758	0.455139185865295  0.164520124713660	-0.233755796780275 -0.253622871572446	0.320378585566605 -0.358856248703614
87.75	178.4166667	-0.0537416668562718 -0.0690086687447383	-0.186153620475677  0.290988068529872	0.410252240773589 -0.248414063960938	-0.159798124120453 -0.479418592922369	-0.297467958341981  0.444569371138135
90.1875	254.375	0.00188153342639847 -0.0168264180365755	-0.368244730787618  0.139517304882670	-0.254841133242175  0.266153898138616	0.137009003786344 -0.0246669249631754	-0.316999187385641  0.0164435426258330
102.3166667	106.7166667	0.535735587929577 -0.341363443548204	-0.0658741189683554 -0.0723538694562392	0.522933900911570 -0.0641074812406769	-0.133076440936469 -0.0103272118889253	0.494923953593600 -0.306070188607635
113.3125	419.5625	0.726236965729052 -0.254262196279815	0.0551580757947211  0.144350990091835	0.370875766951688 -0.451816207570607	0.0316649853027226  0.185319621069714	0.225518955331381 -0.412881632872616
108.0714286	354.2142857	0.0586290614184618  0.0922568314479054	-0.0560699486941963  0.188620505989459	0.251700555774101  0.0414481237682798	-0.0677233142518564  0.323800325854531	0.340683546124585 -0.151293413899145
116.3666667	136.15	0.261172791348554 -0.457597902516206	-0.0247556940597400 -0.0487954364424231	0.177076851194957  0.134643661158466	0.0525474669018515  0.237388873093685	0.291940648132379 -0.539419700251356
111.2	450.1833333	0.359187535482243 -0.204983283921025	-0.300224991147917 -0.478038437670687	-0.420492176208739  0.0884029599374328	-0.381886937245239  0.263837249923165	-0.269586002668790  0.718442275282677
107.547619	305.8571429	-0.186329974779124  0.104792107515088	0.459794887027848  0.353193160687438	0.227003335323309 -0.0631014015130911	0.272276782581257  0.0199201010866579	0.368173210819034  0.0681719540874870
111.8333333	206.75	-0.287733606144004 -0.0539473494618233	-0.0175102287820552  0.0447918706553595	0.0831012290167502  0.162564472687281	-0.0856260038809365  0.438478687475994	-0.168073505688422  0.572102870002422
123.3	390.2	0.319514183940603 -0.0938157160636882	-0.203367531445336  0.442954006241153	-0.157453414366672 -0.350012090581851	0.579755047777909  0.325027161626281	-0.491534993678992 -0.451354526199270
115.52	480.66	-0.159787778673351  0.466881604237341	-0.0218180090558225  0.0516730528313030	0.241301677582664  0.200984471423092	-0.0887500752017389  0.629728256624581	-0.633307162837838  0.391681245124895
124	168.1	-0.152479015869780 -0.491725286301696	-0.528182723236060  0.150529685365456	-0.200770731868416  0.711731918595103	0.702208122603052  0.532107799967932	0.829194477037787 -0.240268452188139
134.25	238.25	-0.138052856851688 -0.208370133840614	0.331106135216775  0.223689205766801	-0.425885088729439  0.568050397840980	-0.118840112893289 -0.766124066117556	0.741953800465143  0.451930163859977
138.797619	278.1904762	-0.0150422113593717  0.178497193160086	-0.603898204845204 -0.219004013670902	-0.0389599056643941  0.207748073746950	-0.251787860919065 -0.258467154614335	-0.0917353493665725 -0.187005467427028
