28.16666667	269.8333333	-0.271084337349398 -0.530120481927711	-0.444758430429125  0.646921353351456	-0.264437971054703  0.366208905534747	0.938142279543253  0.122259214570008	0.144319649006421 -0.390045265949586
28.68333333	134.5333333	0.162691650102167  0.200920198495990	-0.281575110447176  0.190073602879548	-0.00596103644354657  0.0441064129608798	-0.386886252336998 -0.555800215288577	-0.231877726746958  0.542405863228492
21.92	164.34	0.0622439434145969 -0.0775032931788242	0.154563049907072 -0.227382143643505	-0.111031441364772 -0.230856707265963	-0.815878053405403  0.359450704289722	-0.128874256219696 -0.129110090434856
24.3	459.4333333	-0.358046257441202  0.469791158387821	-0.152668511126671 -0.767371560033344	-0.118148805433099 -0.429665557873250	0.845214324391664  0.413341668154622	-0.145764591101081  0.297063522090534
20.91071429	75.82142857	-0.340252273764698  0.336387428395487	-0.0100663769641251 -0.482534692766730	0.705557487826554 -0.444720315788623	0.424156057562249  0.411497715652791	-0.496533433576920  0.747506434470199
23.875	400.125	0.283683870504630  0.106883927930515	0.663955092385105 -0.0856277189515396	0.789029454279075  0.298419827996285	0.503483729870497  0.118984313745333	0.785600450678538  0.227984378150442
42.48571429	424.8285714	0.0274464462915251 -0.444783918866018	-0.269444301172503  0.0707019960222795	-0.194768648787151 -0.331404177002119	0.364103329190016  0.155350522064432	-0.494280777089537 -0.241692250201973
30.7	293.5166667	-0.00747305290492799 -0.0285402196986876	0.00867173781577483 -0.0966648473826595	-0.334431566529508 -0.00685858908220013	0.726179967420984  0.268299457646286	-0.710960620463640  0.0639288605989614
37.92857143	46.85714286	-0.276065895608382  0.368486193504332	-0.205105986197965  0.448976129121279	0.159503657883427 -0.0272478660604097	-0.210348728118054 -0.495849423349073	-0.387139152734744 -0.0595273720105101
30.78333333	198.9	-0.314961701088028 -0.259427584656004	0.0213503631523706  0.0493616560310760	-0.0764772914672841  0.286516311500658	0.249528407151480 -0.116471920137157	-0.205417911134494 -0.617702660327780
45.64285714	376.2857143	0.0409073608890919  0.237527593818985	-0.0114216055627494 -0.228411446101268	0.0239557077192981 -0.554444457079381	0.261514110787511  0.101508617551567	-0.0904841050501715 -0.0875974850727977
46.66326531	97.6122449	-0.0400867315938893 -0.342801088489913	-0.0273654992382555  0.0400492672645109	-0.0347025836006806 -0.305746881893407	-0.0771418327284850  0.361539546309857	-0.269055056668338 -0.0677922664349508
43.74	230.28	-0.127371369340361  0.0628476280793065	0.0860838397638458 -0.165534868184595	-0.0784155110949396  0.456424348835840	-0.454944404590887 -0.652804318999349	-0.0938761866376894 -0.270200936668507
48.12037037	472.787037	-0.359148269749368 -0.107073552779060	0.115802091555719  0.0294120323782203	-0.162467232026370  0.00551581099930080	-0.174314308667884  0.0852224917620223	0.330451910797228 -0.578473416334897
59.33333333	317.4166667	0.408895543610570  0.507190331024528	-0.0907039773113979  0.466023497362166	-0.170687234221707  0.462933183599912	-0.413351769649343  0.218788884943376	-0.246636912200666  0.0739448786268482
