20.925	83.825	-0.348562317884436  0.00475417473255961	-0.0128606119058435 -0.687611065503855	0.841394151907959 -0.103751644249998	0.0186198289560351  0.575557262502968	-0.928970663267598  0.0924716609693048
30.6	441.3	0.255634319237350  0.113028599364459	-0.316761561280862 -0.112039386867869	-0.0186057893755500 -0.0254587639120645	0.145989540140543  0.607141217814838	0.115176102590122  0.0211726084178956
30.6	416.1	0.306165540540541 -0.438978040540541	-0.158494318286993  0.253810551012858	-0.153314811616808 -0.450071182884567	-0.146846040605792 -0.179529921791952	-0.491747951316777 -0.255424555446081
30.76666667	155.8666667	-0.274822675292572 -0.252619506274567	-0.0524618300266793  0.0569562868155673	-0.0896035750445768  0.203230857439441	0.203386007608493  0.322728642126493	0.425706142611180  0.562065850327591
45.65079365	104.4285714	-0.316536098985773 -0.362743702349706	0.0744747843693326  0.164882734198488	-0.0943015581751746  0.260744736625259	-0.0726520796528871 -0.157092990427377	0.264621240233686  0.0537386979891051
39.15	59.23333333	0.0102401651822736  0.0491003725483487	-0.0233976679444973  0.0790193685185376	-0.0965346811245553 -0.354560480125950	-0.419380327889384  0.00109064057443270	-0.700142010174355 -0.452049700058471
39.2	344	-0.283364149243825  0.0301047740956716	0.0547727430097114  0.131405174864186	0.253522817972741 -0.422184143504060	-0.669927070914153 -0.578217866214821	-0.150641733253559  0.396403615452927
40.91666667	378.5	-0.385507680779318 -0.0284151367553391	-0.361949725694688 -0.419318470107752	0.0778359935037769 -0.288181921280955	0.327738859183321  0.0303011110673730	0.440289500047003  0.559522422591222
51.08333333	314.25	0.00911497421062693  0.402396092023033	-0.0986928273084082  0.0552624240888210	0.180292847300636  0.0971670909601751	0.198599976627644 -0.519568880514691	-0.659442427510440  0.0870066190371749
52.6	188.6527273	-0.570192752540100 -0.0618295232723621	-0.191660325615002 -0.193658792840810	0.00423447496096036  0.176990827777739	-0.136542322644989 -0.0787692272974623	0.466441341416430 -0.0749603081413595
59.05714286	242.0285714	-0.0619796761221607  0.0234743506140638	0.236578806631930 -0.338230695911170	0.131342419095411  0.470056729795465	0.00507930899493366  0.329323613515482	-0.155699223251830 -0.197560298817220
51.25	461.0833333	0.0879264520064485 -0.250054463857784	0.0689418067012567  0.0544117277031468	0.178445398891179  0.313605250941588	-0.0770653555653297  0.620361872522983	0.0493553377125178  0.517320336487758
57.08333333	428.9166667	-0.507845402705825  0.119898624725131	-0.113347945626535  0.211022179788974	0.0656968196227710 -0.00543678260457475	-0.207710351439947 -0.112580798260944	0.445997037377127  0.212166639889638
62.5	138.2727273	-0.346281364032428 -0.260400380958913	-0.222800335983806 -0.183032028685412	-0.154258324376662  0.0855915343371384	0.0788214401252158 -0.392385067288190	0.209147756170765  0.375961986099652
68.08333333	485.4166667	-0.0554839115528576  0.122511244613594	-0.625769751770753  0.0143237379439199	0.117007656215923  0.129352318439649	0.0239000002176038  0.0390179031441411	-0.241941145132520  0.131817752572623
71.1	391.05	-0.0961114671770605 -0.0642323462014592	0.415130776404644  0.117669587029589	-0.570680781396633 -0.436801783121602	0.0331914322079958  0.479233978307253	0.385934201741817 -0.0854915522565414
75.61666667	278.7333333	-0.208720888462650 -0.244497650024979	-0.316092832321407 -0.106347930000278	0.0960353730481185  0.290230895092975	-0.235704512462935  0.478306244913940	-0.375262381665958 -0.422129946119298
67.83333333	351.25	-0.0720908988525023 -0.0771839375320662	0.0555609115560698 -0.0596234290922741	-0.158804364950387 -0.714807233501618	0.110066225082769 -0.709422398749331	-0.0148195901025235 -0.356418968726302
76.27592593	70.71666667	0.119541095915370  0.599541454013836	0.302461849108808  0.546556916371899	-0.278173177424703  0.250400657680544	-0.585643145405070  0.460051713261680	-0.375496266290127  0.144697124293660
82.31111111	106.7	-0.0788956025366312 -0.0263070286542149	0.0391904568477455 -0.242393532812105	-0.749323706894454 -0.390006302139546	-0.420373278991255  0.580397413804264	0.0720520303861214  0.125726980175320
81	452.2142857	-0.0293285882240795  0.0275809475390042	0.0561820859792569 -0.268567309999523	-0.00962331093989912  0.320813072201731	0.161573698363086 -0.167870361434470	-0.209931164931662 -0.491816025412078
80.12	420.06	-0.272899997582731 -0.163535497594817	0.297920760735512 -0.198947222562570	-0.395253153412970  0.440277221431388	-0.0323462087282086 -0.585188422994313	0.592661675332873 -0.245317041585085
90	194.8939394	-0.428255728871474 -0.155513055357923	0.278134727382572  0.0659601525453966	-0.333045299423002  0.273046402372226	-0.436353974098840  0.196386907179317	0.433221182534239 -0.350173432162459
96.41666667	52.5	0.100994560494383  0.678077826772667	-0.0573534265567519 -0.225859129879514	-0.278457297258408 -0.116786553473651	0.250106617100908 -0.287309967196710	0.165109055622927 -0.298209522813560
89.3	314.9	-0.00554437045067370 -0.479851324144339	-0.358787200533238 -0.333600433362043	-0.352510672466115 -0.513280953034766	-0.236460925727748  0.0507301257441917	-0.669075962918888  0.548470117487608
90.8	140.3727273	-0.406602864443911 -0.114610458201055	-0.0437886630996900  0.107756916353199	-0.382349289277943 -0.382809273280955	0.632674802421331 -0.448407372523482	0.417106325235442  0.680375315683504
108.7428571	239.1285714	0.398433465142126 -0.235400389819832	-0.205153707976475  0.0546715279437953	0.248561196641447  0.0849977729817820	-0.0725642695098721 -0.186994564054068	0.0940270421246550  0.210369347072376
94.3	482	-0.361737677527151  0.0996538966463779	0.147030219411068 -0.144583802769652	0.0385839685793167  0.0532202942242544	0.249819435624181 -0.535241701668591	0.0374677189294684 -0.230603349608156
102.2	365.9833333	-0.167396009845514 -0.0140706749619663	0.153774138086066  0.612081188447171	-0.135794039441380 -0.182778165251409	-0.315389348762129 -0.438150355872084	0.00429380971417675 -0.114025227989681
114.3	33.7	0.429360990754324  0.622769608679336	-0.294255207206244 -0.157026111853071	0.0380460206464674  0.329415747333844	-0.421411379396278 -0.363476512725502	0.350689548716048  0.361796116020246
104.2666667	398.9666667	0.189364597508636 -0.269928294776510	-0.143076791929040 -0.454812854862594	-0.429063815043335 -0.464115016644118	-0.215770199260601 -0.0861738442726813	-0.319322010809625 -0.0429855082757598
102.3	429.9	-0.107320441988950  0.0447513812154695	0.0919065419911513  0.133404640458948	-0.125385689217991  0.0417024803622104	-0.600986684082628  0.745183057327918	0.0288717963113515 -0.00154500176083482
113.0166667	275.35	-0.426146938713132 -0.164250727838187	-0.0153560832450168 -0.0403212943502098	-0.496228155041497  0.138228594242913	0.524788027983430  0.0765642830106209	0.449701492829676  0.0647870419869151
119.3571429	461.6428571	0.0368752708965425  0.340812856333144	-0.321003566976993  0.330025656276731	-0.460742421764421  0.222787448322613	-0.481713675909827 -0.261711599049300	-0.189496309216795 -0.536076504952927
116.4714286	104.3857143	-0.0455919259445521 -0.111438808855366	0.464942838269006 -0.0274564589865997	0.308738085878706 -0.208281073958508	0.554328317149895 -0.437736033282040	0.603998601125791 -0.507182666615794
132.8125	318.8125	0.207600849589705 -0.208737293382762	0.336477448960291  0.450116507097282	-0.518710057709623 -0.520328605714609	0.460186022735532  0.144615506831992	-0.529723263096227  0.223024001809218
120.8909091	149.1454545	0.00394224707620136 -0.299896568702606	0.470299961047647  0.166588604658983	-0.515844126512818  0.137525474431303	0.230377544408758 -0.298799004177657	0.118998591330196  0.0388162891072818
123.625	489.125	0.615272409014660 -0.00853329443512498	0.182267550102959  0.321859291780929	-0.158695050064688 -0.134228098058291	0.348970607418292  0.596778243795613	-0.732862346641312 -0.0634133672246800
130.75	348.5	0.495475928066450 -0.323367651407219	-0.231954953652472 -0.485186066546717	0.0797983707056420  0.150061543528614	-0.744214488367158 -0.452821277688215	0.0690946076725948  0.624458553047876
137.1333333	190.0166667	-0.0792239634604919 -0.204220141975800	0.310039759156861 -0.284946804213292	-0.0969557258425670  0.356754358049905	0.0252322665624439 -0.252503278258146	-0.501372252362374 -0.135565432041414
135.0428571	414.1571429	-0.275091580072394 -0.297569014796947	0.0412654500854470 -0.0855652506728115	-0.0946643532449858  0.138535370771358	-0.338515147907126  0.203950569339505	0.0846853652235576  0.0612906672834816
136.2166667	372.6	-0.0456385726647215 -0.445100089103910	-0.176499048904734 -0.101332488744400	-0.523975506951136  0.0523499771679511	0.0703504634996951 -0.254062073686274	-0.101477630937301 -0.0226870758302732
139.85	283.8	0.127838818671005  0.390949818545864	0.263808958241749  0.190274340925153	-0.436731305443975 -0.657662687396246	-0.121316187751843  0.380275431811870	0.650657836416438 -0.482233579898847
149.7607143	73.24821429	-0.0622235438601463  0.465140727234674	0.171662031563138 -0.0437337766445103	-0.0550212561819323 -0.365621551593106	0.0667364634072571  0.552364511255741	0.119001955244710 -0.0422228055961784
160.55	246.9625	0.253544012324381 -0.373482678496955	-0.495658282087422 -0.133462626169854	-0.0758019973751609 -0.243809185566988	-0.436479582761792  0.467374182337678	-0.174595824987052 -0.193073562991521
158.7242424	121.4954545	0.261588835054542  0.0145624758356361	0.115071607102778  0.698532034227966	0.358293289413166  0.0724802374701981	-0.283223364257229  0.460657455802494	0.0801621041845360 -0.0339414849301193
144.6309524	32.85714286	-0.128653053965116 -0.0334398231526627	0.0730964604783229  0.0609722028708763	0.333744804048603  0.315981910857194	0.391393155190680  0.515139991836763	0.229678699507866  0.476049819116354
152.5	220.75	0.286261923865561 -0.533832575554961	0.146467183277405  0.301588336058564	0.144239787168180  0.184166449595088	0.652334211995805  0.0261810556016707	0.723738833255515  0.00335358627251494
155.2	449.8	-0.142526142495656 -0.0735038565897381	0.153623375727649  0.0393054973970444	-0.0817049316407601  0.628116129580289	-0.797768052012757 -0.343974429932161	0.215291066137796 -0.238361125935493
160.9404762	481.1190476	0.413018056292406 -0.344381748012604	-0.333919017521742 -0.0679391269833488	-0.439570211496722 -0.160741874309528	-0.586908063195388 -0.140948382030747	-0.299493632429998  0.157112896107348
