20.46	27.06	-0.327743652199471  0.127692372633597	0.0164058428851870  0.0806867025145473	0.0206550138529609  0.131847379753764	-0.821103950183717 -0.275174622976043	-0.0379832343029694 -0.229757538529030
25.9	180.2	-0.0900240554690817 -0.0254138955709636	-0.104128255802937  0.440456692070863	-0.221494945055221 -0.0588121612846178	-0.745779374321201 -0.386651262601706	-0.209784920937534 -0.0984393407892090
27.63333333	336.8	-0.0768226465259672  0.134153867297088	0.208157048163161  0.330613900312617	-0.359628194692808  0.250718402984437	-0.294760267906596  0.534410191557712	-0.619961225753859 -0.234751833005480
34.91666667	283.5	-0.0215754075312535 -0.564319641296501	0.229536967598429 -0.107676998469840	-0.285077474828916  0.0570670396483381	0.167052033033707 -0.500794534354984	-0.143038119660268  0.479615990639417
34.21428571	73.92857143	-0.180930335383695 -0.157353342783204	0.256266983812873  0.0828175315184436	-0.153620826579058  0.164081898208490	0.0446941161506462  0.133782271853273	-0.189571986700632 -0.523126679156608
31.5	477.2	-0.246073588989400  0.0713136134080692	-0.806723578765614  0.251404564097180	0.0924091519222937  0.522970668491287	0.791607464222536  0.0292756893059552	0.445379111730692 -0.694187974404335
37.58333333	133.0833333	-0.340542071961469 -0.0485004654425752	-0.0965707539072137  0.422431105065361	0.341119244491204  0.379202901446030	0.682784035265832  0.0610298265271610	-0.0212216895712386 -0.472629407204154
48.7	376.6833333	0.379250452837545 -0.420936862640071	0.307944589604520 -0.0116305713095575	-0.153828145635481 -0.0891236541531787	0.437746256963080 -0.273990375637961	-0.272427781240464  0.00836287439134593
59.5	303.6	0.158363602619508 -0.368534082774346	-0.0139723562743415  0.494080064206199	0.00683052170263593 -0.247530941139845	-0.129682738065019 -0.0565842785418500	-0.536780387519038 -0.238915506210549
57.53333333	29.85	0.0635896003959959  0.0144473193223831	0.434187074552782 -0.131850883461007	0.142955992245267  0.0437195552463109	0.0772747929884165 -0.243571956646913	-0.530027640362399 -0.317539616243765
58.25	398.375	0.465952033986218 -0.581816385506459	-0.132612469365271 -0.00435052996587314	-0.111448387304374 -0.107246379134307	-0.209276117149125  0.244436360243081	0.399399525513387  0.391523091108325
60.08333333	237.0833333	-0.179653868274744 -0.326489708419750	-0.108156772384948  0.169803897732624	0.214995341267640  0.322640619883393	0.318740290131149  0.412593793712859	0.226409435943417  0.192633295324611
61.07142857	419.7857143	0.292827876416522 -0.706766084677568	-0.137174925329570 -0.303557437345919	-0.569578291608668 -0.252644150312330	-0.416775333980519  0.115422285247477	-0.351482768271075  0.501317622984400
73.2	341.6833333	-0.155065507847970  0.0985701028767574	-0.299172802068555 -0.515697244004681	-0.270480998067100  0.342442381379687	0.710907342742152 -0.320872948468047	-0.676535051416215 -0.00427607952174816
73.375	175.5625	-0.274382833868578 -0.362864617442801	-0.00922733528811506 -0.165495353997062	-0.177821875378593  0.346278520250044	-0.178355864508086  0.0588870145532710	0.125560083812552  0.420948855162532
63.18333333	456.1166667	0.0168312284022354  0.319623794301427	0.695544144974708  0.0437012904227650	-0.0691218858914055  0.720566951474426	-0.525166001828486  0.214073374257524	0.166471185769254 -0.275698746765168
75.2	108.7	-0.262134218569486  0.293151606440386	0.0112430836540836 -0.539384778269861	-0.346219575713361 -0.480504117294812	-0.0287537941973115 -0.0607967154452454	0.223268341027454 -0.0329242609699699
90.78571429	66.78571429	0.366755319148936  0.302577741407529	-0.357616370772721  0.293767927579530	0.182752319880740  0.163480414526483	-0.357685425102261  0.0182937255781994	0.00541463880351595  0.255607885958548
